cve_entidad	desc_entidad	cve_municipio	desc_municipio	id_indicador	indicador	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2005/t1	2005/t2	2005/t3	2005/t4	2006	2006/t1	2006/t2	2006/t3	2006/t4	2007	2007/t1	2007/t2	2007/t3	2007/t4	2008	2008/t1	2008/t2	2008/t3	2008/t4	2009	2009/t1	2009/t2	2009/t3	2009/t4	2010	2010/t1	2010/t2	2010/t3	2010/t4	2011	2011/t1	2011/t2	2011/t3	2011/t4	2012	2012/t1	2012/t2	2012/t3	2012/t4	2013	2013/t1	2013/t2	2013/t3	2013/t4	2014	2014/t1	2014/t2	2014/t3	2014/t4	2015	2015/t1	2015/t2	2015/t3	2015/t4	2016	2016/t1	2016/t2	2016/t3	2016/t4	2017	2017/t1	2017/t2	2017/t3	2017/t4	2018	2018/t1	2018/t2	2018/t3	2018/t4	2019	2019/t1	2019/t2	2019/t3	2019/t4	2020	2020/t1	2020/t3	2020/t4	2021	2021/t1	2021/t2	2021/t3	2021/t4	2022	2022/t1	2022/t2	2022/t3	2022/t4	2023	2023/t1	2023/t2	2023/t3	2023/t4	2024/t1	2024/t2	2024/t3	2024/t4	2025/t1	unidad_medida
09	Ciudad de México	007	Iztapalapa	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														39.370821																									43.838134182786																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														60.629179																									56.161865817214																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														35.651433																									37.4532420336143																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														95.78972																									98.3076759150734																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.88158																									97.5540476280879																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.1864523																									0.16818514811643																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														9.5019089																									12.2883575104789																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														44.257978																									38.0215277494217																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.2038252																									9.12097686201895																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														3.3848549																									3.11589584446618																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	1007000012	Conflictos de trabajo	141	187	177	172	139	133	163	187	201	163	158	163					199					215					251					206					181					241					242					176					228					249					191					190					188					219					95				226					186					31										Conflictos
09	Ciudad de México	008	La Magdalena Contreras	1007000013	Conflictos de trabajo solucionados	50	52	67	82	73	64	53	58	63	103	81	87					76					88					81					84					118					96					91					87					123					97					79					91					107					128					13				51					138					105										Conflictos
09	Ciudad de México	008	La Magdalena Contreras	1007000014	Huelgas estalladas	2	0	0	1	0	0	0	0	0	0	1	0					0					0					0					0					0					1					0					0					0					2					1					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	008	La Magdalena Contreras	1007000015	Huelgas solucionadas	0	0	0	0	1	1	0	0	0	0	1	0					0					0					0					0					0					0					0					0					0					0					0					1					0					0					0				0					0					1										Conflictos
09	Ciudad de México	008	La Magdalena Contreras	5300000011	Personal ocupado total. Sector privado y paraestatal					17727					22797																	26933																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					5173					5270																	6770																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					8737					9196																	12702																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000017	Personal ocupado total. Sector 23. Construcción					581					501																	442																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					1407					1455																	1745																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000019	Personal ocupado total. Sector 48-49. Transportes					527					94																	280																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					1302					6281																	4994																																																																																				Número de personas
09	Ciudad de México	008	La Magdalena Contreras	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														55.290484																									62.9406861537879																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														43.652215																									36.6415973629871																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.299387																									97.336303029391																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.069646																									45.1902963174766																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.930354																									54.8097036825234																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														35.076047																									37.8554441112605																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.110381																									97.9502805667949																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.734191																									96.8300819593361																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														1.0573011																									0.417716483225036																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														10.381088																									14.6559301002999																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														38.603247																									35.640057905077																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														13.602962																									8.76977561782649																								Porcentaje
09	Ciudad de México	008	La Magdalena Contreras	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.3366562																									3.07879226553614																								Porcentaje
09	Ciudad de México	009	Milpa Alta	1007000012	Conflictos de trabajo	12	15	16	14	10	8	18	15	14	22	27	31					18					28					36					42					33					46					56					34					50					55					20					27					32					30					8				29					37					2										Conflictos
09	Ciudad de México	009	Milpa Alta	1007000013	Conflictos de trabajo solucionados	7	5	11	11	4	6	4	7	5	6	7	15					9					5					13					21					38					31					30					60					48					28					8					12					21					21					5				11					16					19										Conflictos
09	Ciudad de México	009	Milpa Alta	1007000014	Huelgas estalladas	0	0	1	0	0	0	1	0	0	0	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	009	Milpa Alta	1007000015	Huelgas solucionadas	0	0	0	0	0	0	0	0	0	1	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	009	Milpa Alta	5300000011	Personal ocupado total. Sector privado y paraestatal					5210					7337																	10596																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					2896					3937																	5286																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					1605					2278																	3399																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					5																																																																																																										Número de personas
09	Ciudad de México	009	Milpa Alta	5300000017	Personal ocupado total. Sector 23. Construcción					7																						50																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					669					1119																	1515																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000019	Personal ocupado total. Sector 48-49. Transportes					27					3																	330																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					1																						16																																																																																				Número de personas
09	Ciudad de México	009	Milpa Alta	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														52.695903																									66.9652117284794																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														47.211357																									32.8402247931758																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.400007																									98.5772943379916																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														34.902159																									43.3823176295443																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														65.097841																									56.6176823704557																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														38.989809																									42.6763287389527																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														97.024463																									98.8874744008413																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														96.065205																									98.3396242419102																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.0927405																									0.194563478344763																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														4.6755874																									7.12169804391999																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														45.913723																									39.7287438489975																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.6804886																									6.59044727886993																								Porcentaje
09	Ciudad de México	009	Milpa Alta	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.7403921																									3.88278208925992																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	1007000012	Conflictos de trabajo	1465	1554	1441	1354	1358	1339	1286	1669	1651	1788	1753	1869					1861					1911					1776					1971					1953					1582					1557					1759					1935					2323					3137					3902					3955					3321					1385				3749					4289					412										Conflictos
09	Ciudad de México	010	Álvaro Obregón	1007000013	Conflictos de trabajo solucionados	484	475	577	827	876	708	632	595	639	801	992	1064					996					905					572					604					878					977					709					741					811					1865					2927					3661					3611					3439					585				1775					5006					3377										Conflictos
09	Ciudad de México	010	Álvaro Obregón	1007000014	Huelgas estalladas	2	9	4	2	1	1	2	3	1	4	0	3					1					6					1					1					2					2					1					1					2					2					2					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	010	Álvaro Obregón	1007000015	Huelgas solucionadas	2	2	3	1	3	3	1	1	2	2	1	0					1					2					5					1					4					2					1					0					0					2					2					2					1					1					0				0					0					0										Conflictos
09	Ciudad de México	010	Álvaro Obregón	5300000011	Personal ocupado total. Sector privado y paraestatal					190411					202620																	251772																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					35468					40823																	44732																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					80985					96167																	110663																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					3																																																																																																										Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000015	Personal ocupado total. Sector 21. Minería					21					22																	14																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000017	Personal ocupado total. Sector 23. Construcción					33330					8550																	17571																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					18646					19808																	16888																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000019	Personal ocupado total. Sector 48-49. Transportes					5743					6348																	14576																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					16215					30902																	47328																																																																																				Número de personas
09	Ciudad de México	010	Álvaro Obregón	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														57.505356																									64.7482333846283																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														41.86162																									34.9165881929611																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.975191																									97.7713716800556																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.643072																									45.9370809793289																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.356928																									54.0629190206711																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														34.430667																									37.5911592518692																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														98.145154																									98.2599742599743																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														96.140314																									97.3562077065408																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.6330239																									0.335178422410559																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														12.149012																									15.2884425636415																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														40.085901																									35.0604073936019																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														10.359717																									9.33190080470103																								Porcentaje
09	Ciudad de México	010	Álvaro Obregón	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.9747035																									2.72808998618633																								Porcentaje
09	Ciudad de México	011	Tláhuac	1007000012	Conflictos de trabajo	194	218	205	183	174	188	235	210	241	268	210	295					220					280					313					235					231					236					246					238					266					221					230					216					218					237					103				161					192					11										Conflictos
09	Ciudad de México	011	Tláhuac	1007000013	Conflictos de trabajo solucionados	95	55	64	92	88	91	95	107	96	119	119	136					129					117					95					98					115					95					88					105					96					75					98					121					138					114					15				37					144					101										Conflictos
09	Ciudad de México	011	Tláhuac	1007000014	Huelgas estalladas	2	0	3	3	0	0	0	1	0	0	1	4					1					0					0					0					0					0					0					0					0					1					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	011	Tláhuac	1007000015	Huelgas solucionadas	0	0	1	2	0	1	1	0	0	0	0	3					0					1					0					0					1					0					2					1					0					0					1					0					0					1					0				0					0					0										Conflictos
09	Ciudad de México	011	Tláhuac	5300000011	Personal ocupado total. Sector privado y paraestatal					26957					29278																	39039																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					9399					12398																	15517																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					6401					8898																	12843																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000017	Personal ocupado total. Sector 23. Construcción					323					86																	265																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					9284					7421																	10117																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000019	Personal ocupado total. Sector 48-49. Transportes					1036					423																	259																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					514					52																	38																																																																																				Número de personas
09	Ciudad de México	011	Tláhuac	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														52.968963																									63.1717091376304																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														46.78153																									36.6667686377681																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.088416																									97.9065578057355																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														37.271003																									43.0407453680836																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														62.728997																									56.9592546319164																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														39.066791																									40.4663774403471																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														95.89254																									98.3269576957696																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.610639																									97.5888864328102																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2495069																									0.161522224601548																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														7.027179																									10.0333722676456																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														45.025118																									39.3075254463541																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														5.9554441																									7.50208576672785																								Porcentaje
09	Ciudad de México	011	Tláhuac	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.9254687																									2.69063907892541																								Porcentaje
09	Ciudad de México	012	Tlalpan	1007000012	Conflictos de trabajo	769	1058	980	1023	922	961	1048	1034	903	880	976	1021					867					1056					1003					993					980					826					732					859					941					810					904					927					821					935					358				871					882					85										Conflictos
09	Ciudad de México	012	Tlalpan	1007000013	Conflictos de trabajo solucionados	408	451	462	507	520	516	409	458	406	482	483	628					532					500					388					374					474					425					365					397					419					363					404					482					525					613					70				235					639					430										Conflictos
09	Ciudad de México	012	Tlalpan	1007000014	Huelgas estalladas	1	3	2	3	2	0	1	0	1	4	1	1					0					1					2					0					1					0					0					0					0					1					1					2					1					0					0				0					0					0										Conflictos
09	Ciudad de México	012	Tlalpan	1007000015	Huelgas solucionadas	2	1	1	3	1	0	1	0	2	3	1	0					1					1					0					2					1					1					0					0					0					0					2					2					0					1					0				0					0					0										Conflictos
09	Ciudad de México	012	Tlalpan	5300000011	Personal ocupado total. Sector privado y paraestatal					94810					136528																	185360																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					28396					33996																	37019																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					43957					67083																	64919																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					4																																																																																																										Número de personas
09	Ciudad de México	012	Tlalpan	5300000015	Personal ocupado total. Sector 21. Minería					194					71																																																																																																					Número de personas
09	Ciudad de México	012	Tlalpan	5300000017	Personal ocupado total. Sector 23. Construcción					3779					6792																	8576																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					15038					15937																	15607																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000019	Personal ocupado total. Sector 48-49. Transportes					1490					6462																	4823																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					1952					6187																	54416																																																																																				Número de personas
09	Ciudad de México	012	Tlalpan	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														56.67583																									64.240075346519																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														43.055846																									35.561056518224																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.144603																									97.8459829827206																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.883985																									45.563648724742																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.116015																									54.436351275258																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														37.373908																									39.5656474272134																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.446075																									98.1940885016231																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														95.927334																									97.5546159603018																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2683243																									0.198868135257003																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														12.824421																									15.6701620501666																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														39.633576																									33.1173914470138																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.5920899																									8.9739322829995																								Porcentaje
09	Ciudad de México	012	Tlalpan	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.5760053																									2.67286679260672																								Porcentaje
09	Ciudad de México	013	Xochimilco	1007000012	Conflictos de trabajo	199	267	290	259	249	183	219	235	238	242	290	291					218					309					312					270					225					247					243					305					305					245					267					256					285					228					96				244					226					30										Conflictos
09	Ciudad de México	013	Xochimilco	1007000013	Conflictos de trabajo solucionados	89	83	111	146	112	97	93	82	81	96	128	145					132					119					113					122					116					96					88					171					125					100					101					123					138					156					20				57					196					108										Conflictos
09	Ciudad de México	013	Xochimilco	1007000014	Huelgas estalladas	1	0	1	0	0	1	1	1	0	1	0	0					0					0					0					1					0					0					0					0					0					0					0					1					0					0					0				0					0					0										Conflictos
09	Ciudad de México	013	Xochimilco	1007000015	Huelgas solucionadas	1	0	0	0	0	1	0	2	0	1	1	0					0					0					0					1					1					0					0					0					0					0					0					0					0					1					0				0					0					0										Conflictos
09	Ciudad de México	013	Xochimilco	5300000011	Personal ocupado total. Sector privado y paraestatal					44593					46069																	55204																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					16028					18309																	20653																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					11493					15273																	17381																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					2																																																																																																										Número de personas
09	Ciudad de México	013	Xochimilco	5300000017	Personal ocupado total. Sector 23. Construcción					2859					415																	815																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					12840					10805																	14745																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000019	Personal ocupado total. Sector 48-49. Transportes					1339					1213																	1516																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					32					54																	94																																																																																				Número de personas
09	Ciudad de México	013	Xochimilco	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														54.297111																									63.1952485097989																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														45.458177																									36.6527831382135																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.04896																									97.6385166084213																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														39.965449																									43.7018627218132																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														60.034551																									56.2981372781868																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														36.302685																									38.8839732949186																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.732802																									98.1308592612721																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														95.593722																									97.2563318316735																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2447122																									0.15196835198765																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														11.170708																									14.0801298691802																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														39.516355																									34.5396444684943																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														10.260049																									9.64073914283416																								Porcentaje
09	Ciudad de México	013	Xochimilco	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.7502034																									2.85551322457277																								Porcentaje
09	Ciudad de México	014	Benito Juárez	1007000012	Conflictos de trabajo	3367	3774	3502	3221	3047	3162	3078	3464	3226	3451	3535	3459					3350					3712					3950					4874					5351					4676					4364					3660					4176					3506					4849					4404					4875					4850					2117				4627					4686					461										Conflictos
